entry_no,file_handle,name,formula,charge,dG_solv_kcal,dG_solv_kJ,type,SASA_H,SASA_C,SASA_HC,SASA_CC,SASA_HO,SASA_HN,SASA_O,SASA_N,SASA_F,SASA_Cl,SASA_Br,SASA_I,SASA_S,SASA_total
2240,0157flu,fluorobenzene,H5C6F1,0,-0.78,-3.26,abs,63.896,61.31,43.258,82.369,0.0,0.0,0.0,0.0,41.010000000000005,0.0,0.0,0.0,0.0,149.511
2241,0160chl,chloromethane,H3C1CL1,0,-0.56,-2.34,abs,38.211,11.586,25.827,0.0,0.0,0.0,0.0,0.0,0.0,67.004,0.0,0.0,0.0,91.242
2242,0161dic,dichloromethane,H2C1CL2,0,-1.36,-5.69,abs,24.889,6.077,16.843,0.0,0.0,0.0,0.0,0.0,0.0,129.784,0.0,0.0,0.0,110.953
2243,0162tri,chloroform,H1C1CL3,0,-1.07,-4.48,abs,12.133,2.165,8.215,0.0,0.0,0.0,0.0,0.0,0.0,186.7,0.0,0.0,0.0,129.197
2244,0163chl,chloroethane,H5C2CL1,0,-0.63,-2.64,abs,62.704,14.506,42.299,8.995,0.0,0.0,0.0,0.0,0.0,63.674,0.0,0.0,0.0,116.749
2245,0165tri,"1,1,1-trichloroethane",H3C2CL3,0,-0.25,-1.05,abs,35.344,7.485,23.847,4.645,0.0,0.0,0.0,0.0,0.0,174.404,0.0,0.0,0.0,150.666
2246,0166tri,"1,1,2-trichloroethane",H3C2CL3,0,-1.95,-8.16,abs,35.138,5.062,23.733,3.136,0.0,0.0,0.0,0.0,0.0,181.20600000000002,0.0,0.0,0.0,152.134
2247,0167chla,1-chloropropane,H7C3CL1,0,-0.27,-1.13,abs,84.867,16.875,57.205,12.673,0.0,0.0,0.0,0.0,0.0,63.595,0.0,0.0,0.0,141.22
2248,0168chl,2-chloropropane,H7C3CL1,0,-0.25,-1.05,abs,84.188,17.792,56.75,11.928,0.0,0.0,0.0,0.0,0.0,59.823,0.0,0.0,0.0,139.309
2249,0169chl,chloroethene,H3C2CL1,0,-0.59,-2.47,abs,38.111,28.662,25.812,21.241,0.0,0.0,0.0,0.0,0.0,66.298,0.0,0.0,0.0,107.226
2250,0170chl,3-chloropropene,H5C3CL1,0,-0.57,-2.38,abs,60.486,32.329,40.862,29.065,0.0,0.0,0.0,0.0,0.0,59.891999999999996,0.0,0.0,0.0,129.885
2251,0171Zdi,"Z-1,2-dichloroethene",H2C2CL2,0,-1.17,-4.9,abs,25.742,22.122,17.445,15.882,0.0,0.0,0.0,0.0,0.0,127.169,0.0,0.0,0.0,125.096
2252,0172Edi,"E-1,2-dichloroethene",H2C2CL2,0,-0.76,-3.18,abs,24.753,21.436,16.776,15.713,0.0,0.0,0.0,0.0,0.0,132.45999999999998,0.0,0.0,0.0,126.855
2253,0173tri,trichloroethene,H1C2CL3,0,-0.39,-1.63,abs,12.099,16.89,8.202,11.868,0.0,0.0,0.0,0.0,0.0,188.30700000000002,0.0,0.0,0.0,143.354
2254,0174chl,chlorobenzene,H5C6CL1,0,-1.12,-4.69,abs,62.984,59.436,42.641,79.804,0.0,0.0,0.0,0.0,0.0,63.461,0.0,0.0,0.0,161.211
2255,0175odi,"1,2-dichlorobenzene",H4C6CL2,0,-1.36,-5.69,abs,49.843,54.399,33.75,73.044,0.0,0.0,0.0,0.0,0.0,119.976,0.0,0.0,0.0,177.351
2256,0176pdi,"1,4-dichlorobenzene",H4C6CL2,0,-1.01,-4.23,abs,48.537,53.463,32.87,71.831,0.0,0.0,0.0,0.0,0.0,127.083,0.0,0.0,0.0,179.616
2257,0177bro,bromomethane,H3C1BR1,0,-0.82,-3.43,abs,37.907,11.484,25.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.411,0.0,0.0,96.737
2258,0178dib,dibromomethane,H2C1BR2,0,-2.11,-8.83,abs,24.553,5.716,16.626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.006,0.0,0.0,121.687
2259,0179tri,bromoform,H1C1BR3,0,-1.98,-8.28,abs,11.82,1.803,8.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.321,0.0,0.0,144.86
2260,0180bro,bromoethane,H5C2BR1,0,-0.7,-2.93,abs,62.341,14.355,42.067,8.904,0.0,0.0,0.0,0.0,0.0,0.0,73.812,0.0,0.0,122.031
2261,0182bro,1-bromopropane,H7C3BR1,0,-0.56,-2.34,abs,84.578,16.678,57.021,12.511,0.0,0.0,0.0,0.0,0.0,0.0,73.72999999999999,0.0,0.0,146.515
2262,0183bro,2-bromopropane,H7C3BR1,0,-0.48,-2.01,abs,83.775,17.542,56.475,11.744,0.0,0.0,0.0,0.0,0.0,0.0,69.685,0.0,0.0,144.337
2263,0184bro,1-bromobutane,H9C4BR1,0,-0.41,-1.72,abs,106.34,19.289,71.649,15.705,0.0,0.0,0.0,0.0,0.0,0.0,73.733,0.0,0.0,170.895
2264,0185bro,1-bromopentane,H11C5BR1,0,-0.08,-0.33,abs,127.982,21.977,86.197,19.002,0.0,0.0,0.0,0.0,0.0,0.0,73.769,0.0,0.0,195.236
2265,0186bro,bromobenzene,H5C6BR1,0,-1.46,-6.11,abs,62.724,59.089,42.466,79.334,0.0,0.0,0.0,0.0,0.0,0.0,73.672,0.0,0.0,166.377
2266,0187dib,p-dibromobenzene,H4C6BR2,0,-2.3,-9.62,abs,48.027,52.77,32.526,70.886,0.0,0.0,0.0,0.0,0.0,0.0,147.511,0.0,0.0,189.96
2267,0197bro,bromotrifluoromethane,C1F3BR1,0,1.79,7.49,abs,0.0,1.702,0.0,0.0,0.0,0.0,0.0,0.0,118.112,0.0,73.895,0.0,0.0,116.521
2268,0198chl,chlorofluoromethane,H2C1F1CL1,0,-0.77,-3.22,abs,25.436,7.6,17.18,0.0,0.0,0.0,0.0,0.0,41.858000000000004,65.815,0.0,0.0,0.0,98.511
2269,0199chl,chlorodifluoromethane,H1C1F2CL1,0,-0.5,-2.09,abs,12.799,4.335,8.642,0.0,0.0,0.0,0.0,0.0,81.139,64.664,0.0,0.0,0.0,104.969
2270,0200tet,tetrafluoromethane,C1F4,0,3.16,13.22,abs,0.0,2.502,0.0,0.0,0.0,0.0,0.0,0.0,162.586,0.0,0.0,0.0,0.0,98.424
2271,0201bro,"1-bromo-1-chloro-2,2,2-trifluoroethane",H1C2F3CL1BR1,0,-0.13,-0.54,abs,11.774,1.713,7.958,1.049,0.0,0.0,0.0,0.0,108.863,58.632,68.783,0.0,0.0,155.825
2272,0202bro,1-bromo-2-chloroethane,H4C2CL1BR1,0,-1.95,-8.16,abs,48.324,8.259,32.648,5.134,0.0,0.0,0.0,0.0,0.0,63.509,73.655,0.0,0.0,141.124
2273,0203bro,"1-bromo-1,2,2,2-tetrafluoroethane",H1C2F4BR1,0,0.52,2.18,abs,12.153,2.547,8.201,1.562,0.0,0.0,0.0,0.0,148.444,0.0,70.258,0.0,0.0,145.379
2274,0204tet,tetrachloroethene,C2CL4,0,0.05,0.21,abs,0.0,12.593,0.0,8.68,0.0,0.0,0.0,0.0,0.0,241.949,0.0,0.0,0.0,159.434
2275,0205chl,"1-chloro-2,2,2-trifluoroethane",H2C2F3CL1,0,0.06,0.25,abs,24.354,4.917,16.447,3.051,0.0,0.0,0.0,0.0,114.11,61.783,0.0,0.0,0.0,134.873
2276,0206tri,"1,1,2-trichloro-1,2,2-trifluoroethane",C2F3CL3,0,1.77,7.41,abs,0.0,0.61,0.0,0.365,0.0,0.0,0.0,0.0,103.155,169.667,0.0,0.0,0.0,165.863
2277,0207tri,"2,2,2-trifluoroethanol",H3C2O1F3,0,-4.31,-18.03,abs,38.417,5.447,16.584,3.383,9.835,0.0,17.314999999999998,0.0,115.15800000000002,0.0,0.0,0.0,0.0,128.755
2278,0209chl,"1-chloro-2,2,2-trifluoroethyldifluoromethylether",H2C3O1F5CL1,0,0.11,0.46,abs,21.882,5.46,14.769,0.574,0.0,0.0,12.359,0.0,181.554,57.158,0.0,0.0,0.0,179.744
2279,0211tri,"1,1,1-trifluoropropan-2-ol",H5C3O1F3,0,-4.16,-17.41,abs,56.887,10.183,31.09,7.022,7.681,0.0,17.7,0.0,107.703,0.0,0.0,0.0,0.0,148.112
2280,0212hex,"1,1,1,3,3,3-hexafluoropropan-2-ol",H2C3O1F6,0,-3.77,-15.77,abs,21.379,2.15,7.86,1.692,6.924,0.0,18.034,0.0,208.621,0.0,0.0,0.0,0.0,163.456
2281,0213bis,bis(2-chloroethyl)sulfide,H8C4S1CL2,0,-3.92,-16.4,abs,92.977,13.854,62.731,8.579,0.0,0.0,0.0,0.0,0.0,127.09,0.0,0.0,25.25,210.862
2282,0214tri,"2,2,2-trifluorethylvinylether",H5C4O1F3,0,-0.12,-0.5,abs,56.803,31.019,38.378,21.458,0.0,0.0,14.29,0.0,115.303,0.0,0.0,0.0,0.0,166.929
2283,0215pbr,p-bromophenol,H5C6O1BR1,0,-7.13,-29.83,abs,60.239,54.176,32.606,72.755,8.617,0.0,22.859,0.0,0.0,0.0,73.803,0.0,0.0,177.412
2284,0216amm,ammonia,H3N1,0,-4.29,-17.95,abs,44.788,0.0,0.0,0.0,0.0,31.315,0.0,17.444,0.0,0.0,0.0,0.0,0.0,62.232
2285,0217wat,water,H2O1,0,-6.31,-26.4,abs,29.683,0.0,0.0,0.0,36.346000000000004,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,55.683
2286,0218pho,phosphine,H3P1,0,0.6,2.51,abs,45.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.513
2287,0219hyd,hydrogensulfide,H2S1,0,-0.7,-2.93,abs,28.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.730000000000004,70.492
2288,0220tri,trimethylphosphate,H9C3O4P1,0,-8.7,-36.4,abs,106.348,32.312,71.742,0.0,0.0,0.0,54.564,0.0,0.0,0.0,0.0,0.0,0.0,195.858
2289,0221tri,triethylphosphate,H15C6O4P1,0,-7.8,-32.64,abs,179.39,41.555,120.898,25.825,0.0,0.0,49.428,0.0,0.0,0.0,0.0,0.0,0.0,272.981
2290,0222tri,tripropylphosphate,H21C9O4P1,0,-6.1,-25.52,abs,245.965,48.767,165.666,37.164,0.0,0.0,49.186,0.0,0.0,0.0,0.0,0.0,0.0,346.577
2291,0223die,diethyldisulfide,H10C4S2,0,-1.63,-6.82,abs,116.268,26.993,78.349,16.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.656,192.51
2292,0225pipa,piperidine,H11C5N1,0,-5.11,-21.38,abs,133.657,20.973,81.093,20.363,0.0,9.149,0.0,69.36500000000001,0.0,0.0,0.0,0.0,0.0,161.954
2293,0227Nme,N-methylmorpholine,H11C5N1O1,0,-6.34,-26.53,abs,127.953,25.35,86.007,10.394,0.0,0.0,14.248000000000001,83.437,0.0,0.0,0.0,0.0,0.0,172.561
2294,0228met,methylamine,H5C1N1,0,-4.56,-19.08,abs,67.139,10.981,26.288,0.0,0.0,19.658,0.0,59.756,0.0,0.0,0.0,0.0,0.0,90.362
2295,0229hyd,hydrazine,H4N2,0,-6.26,-26.19,abs,57.193,0.0,0.0,0.0,0.0,66.449,0.0,26.253,0.0,0.0,0.0,0.0,0.0,83.445
2296,0230eth,2-ethylpyrazine,H8C6N2,0,-5.51,-23.05,abs,97.567,54.82,65.833,41.745,0.0,0.0,0.0,130.591,0.0,0.0,0.0,0.0,0.0,178.618
2297,0233ethb,acetamide,H5C2N1O1,0,-9.71,-40.63,abs,63.737,17.985,24.864,11.153,0.0,18.852,41.454,32.313,0.0,0.0,0.0,0.0,0.0,117.254
2298,0234ENmb,E-N-methylacetamide,H7C3N1O1,0,-10.0,-41.84,abs,82.196,26.531,46.603,10.553,0.0,9.161,40.905,47.86,0.0,0.0,0.0,0.0,0.0,139.282
2299,0235ZNmb,Z-N-methylacetamide,H7C3N1O1,0,-10.0,-41.84,abs,85.344,27.729,49.551,10.94,0.0,8.338,37.723,48.518,0.0,0.0,0.0,0.0,0.0,141.79
2300,0236oct,1-octanol,H18C8O1,0,-4.09,-17.11,abs,206.253,30.757,130.204,29.489,9.057,0.0,19.044,0.0,0.0,0.0,0.0,0.0,0.0,256.024
2301,0237oct,octanal,H16C8O1,0,-2.29,-9.58,abs,183.934,38.65,123.662,34.633,0.0,0.0,39.021,0.0,0.0,0.0,0.0,0.0,0.0,246.263
2302,0238met,methyloctanoate,H18C9O2,0,-2.04,-8.54,abs,206.556,43.473,139.044,30.816,0.0,0.0,56.57899999999999,0.0,0.0,0.0,0.0,0.0,0.0,282.436
2303,0239oct,2-octanone,H16C8O1,0,-2.88,-12.05,abs,183.685,39.585,123.626,37.258,0.0,0.0,36.811,0.0,0.0,0.0,0.0,0.0,0.0,245.69
2304,0240met,methylbenzoate,H8C8O2,0,-3.91,-16.36,abs,95.863,76.752,64.816,87.154,0.0,0.0,53.814,0.0,0.0,0.0,0.0,0.0,0.0,202.517
2305,0242dii,isopropylether,H14C6O1,0,-0.53,-2.22,abs,152.317,32.888,102.623,21.406,0.0,0.0,9.992,0.0,0.0,0.0,0.0,0.0,0.0,195.195
2306,0244tet,tetrahydropyran,H10C5O1,0,-3.12,-13.05,abs,120.527,22.399,81.097,21.416,0.0,0.0,14.014,0.0,0.0,0.0,0.0,0.0,0.0,156.833
2307,0245thi,thiophene,H4C4S1,0,-1.42,-5.94,abs,51.513,47.85,34.925,48.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.541,129.904
2308,0246eth,ethylphenylether,H10C8O1,0,-2.22,-9.29,abs,119.716,71.838,80.837,87.009,0.0,0.0,13.491999999999999,0.0,0.0,0.0,0.0,0.0,0.0,202.263
2309,0400hyd,hydrogen,H2,0,2.33,9.75,abs,39.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.592
2310,0401amia,"1,1-dimethyl-3-phenylurea",H12C9N2O1,0,-9.63,-40.29,abs,131.612,85.943,85.074,79.936,0.0,3.931,28.014,86.03,0.0,0.0,0.0,0.0,0.0,242.457
2311,0402adn,9-methyladenine,H7C6N5,0,-13.6,-56.9,abs,87.839,59.137,41.539,19.108,0.0,18.483,0.0,310.019,0.0,0.0,0.0,0.0,0.0,200.205
2312,0403thi,1-methylthymine,H8C6N2O2,0,-10.4,-43.51,abs,92.878,51.469,54.066,28.861,0.0,8.914,75.49600000000001,81.962,0.0,0.0,0.0,0.0,0.0,198.255
2313,0405hex,hexafluoroethane,C2F6,0,3.94,16.48,abs,0.0,1.579,0.0,0.956,0.0,0.0,0.0,0.0,224.89499999999998,0.0,0.0,0.0,0.0,134.43
2314,0406oct,octafluoropropane,C3F8,0,4.28,17.91,abs,0.0,1.464,0.0,0.918,0.0,0.0,0.0,0.0,276.39,0.0,0.0,0.0,0.0,164.841
2315,0407tet,"1,1,1,2-tetrachloroethane",H2C2CL4,0,-1.15,-4.81,abs,22.643,3.262,15.288,2.003,0.0,0.0,0.0,0.0,0.0,228.329,0.0,0.0,0.0,166.776
2316,0408hex,hexachloroethane,C2CL6,0,-1.4,-5.86,abs,0.0,0.165,0.0,0.097,0.0,0.0,0.0,0.0,0.0,314.14799999999997,0.0,0.0,0.0,193.745
2317,0409clb,2-chlorobutane,H9C4CL1,0,0.07,0.29,abs,103.278,20.493,69.599,15.466,0.0,0.0,0.0,0.0,0.0,56.396,0.0,0.0,0.0,158.993
2318,0410clp,1-chloropentane,H11C5CL1,0,0.07,0.29,abs,128.316,22.157,86.41,19.144,0.0,0.0,0.0,0.0,0.0,63.595,0.0,0.0,0.0,189.95
2319,0411chp,2-chloropentane,H11C5CL1,0,0.07,0.29,abs,126.523,24.018,85.21,19.024,0.0,0.0,0.0,0.0,0.0,56.068,0.0,0.0,0.0,185.536
2320,0412clt,chlorotoluene,H7C7CL1,0,-1.92,-8.03,abs,84.859,61.407,57.387,81.674,0.0,0.0,0.0,0.0,0.0,63.636,0.0,0.0,0.0,185.895
2321,0413clt,o-chlorotoluene,H7C7CL1,0,-1.15,-4.81,abs,83.613,62.417,56.498,81.068,0.0,0.0,0.0,0.0,0.0,58.155,0.0,0.0,0.0,181.605
2322,0414dcl,"2,2'-dichlorobiphenyl",H8C12CL2,0,-2.73,-11.42,abs,99.338,97.964,67.239,134.462,0.0,0.0,0.0,0.0,0.0,111.209,0.0,0.0,0.0,265.218
2323,0415dcl,"2,3-dichlorobiphenyl",H8C12CL2,0,-2.45,-10.25,abs,96.442,99.697,65.272,138.652,0.0,0.0,0.0,0.0,0.0,111.78999999999999,0.0,0.0,0.0,264.281
2324,0416dcl,"2,2',3'-trichlorobiphenyl",H7C12CL3,0,-1.99,-8.33,abs,86.349,92.831,58.453,127.458,0.0,0.0,0.0,0.0,0.0,167.45,0.0,0.0,0.0,281.273
2325,0417brp,3-bromopropene,H5C3BR1,0,-0.86,-3.6,abs,60.808,31.371,41.109,27.193,0.0,0.0,0.0,0.0,0.0,0.0,74.22800000000001,0.0,0.0,137.877
2326,0418bri,1-bromo-isobutane,H9C4BR1,0,-0.03,-0.13,abs,102.108,20.127,68.806,13.424,0.0,0.0,0.0,0.0,0.0,0.0,69.893,0.0,0.0,165.164
2327,0419brt,bromotoluene,H7C7BR1,0,-2.37,-9.92,abs,84.63,61.13,57.242,81.269,0.0,0.0,0.0,0.0,0.0,0.0,73.699,0.0,0.0,191.189
2328,0420pbr,p-bromotoluene,H7C7BR1,0,-1.39,-5.82,abs,83.873,61.601,56.66,79.412,0.0,0.0,0.0,0.0,0.0,0.0,73.761,0.0,0.0,190.098
2329,0421dfl,difluorodichloromethane,C1F2CL2,0,1.69,7.07,abs,0.0,1.173,0.0,0.0,0.0,0.0,0.0,0.0,76.824,124.53200000000001,0.0,0.0,0.0,123.131
2330,0422ftc,fluorotrichloromethane,C1F1CL3,0,0.82,3.43,abs,0.0,0.709,0.0,0.0,0.0,0.0,0.0,0.0,37.184,182.127,0.0,0.0,0.0,134.792
2331,0423brt,bromotrichloromethane,C1CL3BR1,0,-0.93,-3.89,abs,0.0,0.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.05,68.929,0.0,0.0,150.962
2332,0424clp,chloropentaflouroethane,C2F5CL1,0,2.86,11.97,abs,0.0,1.15,0.0,0.695,0.0,0.0,0.0,0.0,182.469,59.183,0.0,0.0,0.0,145.325
2333,0425dbr,"3,5-dibromo-4-hydroxybenzonitrile",H3C7N1O1BR2,0,-9.0,-37.66,abs,31.281,60.569,15.366,72.875,6.123,0.0,21.441000000000003,60.928,0.0,0.0,139.851,0.0,0.0,219.846
2334,0426dcl,"2,6-dichlorobenzonitrile",H3C7N1CL2,0,-5.22,-21.84,abs,37.059,61.755,25.1,77.712,0.0,0.0,0.0,58.482,0.0,120.263,0.0,0.0,0.0,199.694
2335,0427dcl,"2,6-dichlorothiobenzamide",H5C7N1S1CL2,0,-10.81,-45.23,abs,63.69,47.584,25.049,64.63,0.0,18.71,0.0,21.229,0.0,116.78900000000002,0.0,0.0,39.396,230.857
2336,0428ami,"4-amino-3,5,6-trichloropyridine-2-carboxylicacid",H3C6N2O2CL3,0,-11.96,-50.04,abs,33.329,39.271,0.0,42.207,9.193,14.328,66.143,75.624,0.0,168.911,0.0,0.0,0.0,234.74
2337,0433pho,"2,2-dichloroethenyldimethylphosphate",H7C4O4P1CL2,0,-6.61,-27.66,abs,78.67,38.346,53.104,11.707,0.0,0.0,52.931999999999995,0.0,0.0,124.34700000000001,0.0,0.0,0.0,247.243
2338,0437pho,methyl3-methyl-4-thiomethoxyphenylthiophosphate,H13C9O3P1S2,0,-6.92,-28.95,abs,144.128,72.343,88.516,68.41,9.255,0.0,37.217999999999996,0.0,0.0,0.0,0.0,0.0,62.403999999999996,316.11
2339,0438pho,"diethyl2,4-dichlorophenylthiophosphate",H13C10O3P1S1CL2,0,-3.86,-16.15,abs,137.415,64.798,92.743,67.566,0.0,0.0,24.697,0.0,0.0,114.06200000000001,0.0,0.0,34.582,331.933
2340,0440pho,dimethyl5-(4-chloro)bicyclo[3.2.0]heptylphosphate,H12C9O4P1CL1,0,-7.28,-30.46,abs,140.974,61.865,95.129,55.391000000000005,0.0,0.0,51.924,0.0,0.0,66.129,0.0,0.0,0.0,294.939
2341,0441pho,dimethyl4-nitrophenylthiophosphate,H10C8N1O5P1S1,0,-7.62,-31.88,abs,110.093,72.245,74.389,68.238,0.0,0.0,106.541,11.918,0.0,0.0,0.0,0.0,37.754,301.615
2342,0442pho,O-ethylO'-4-bromo-2-chlorophenylS-propylphosphorothioate,H15C11O3P1S1CL1BR1,0,-4.09,-17.11,abs,172.739,74.726,116.524,81.42,0.0,0.0,34.729,0.0,0.0,58.28,73.743,0.0,25.348,388.25
2343,0444pho,"dimethyl2,4,5-trichlorophenylthiophosphate",H8C8O3P1S1CL3,0,-5.06,-21.17,abs,88.791,60.654,59.964,54.028,0.0,0.0,26.675,0.0,0.0,172.831,0.0,0.0,36.591,318.549
2344,0445pho,"dimethyl4-bromo-2,5-dichlorophenylthiophosphate",H8C8O3P1S1CL2BR1,0,-5.7,-23.85,abs,88.538,60.397,59.794,53.7,0.0,0.0,26.703,0.0,0.0,112.18,70.07000000000001,0.0,36.582,323.395
2345,0447pho,diethyl4-nitrophenylthiophosphonate,H14C10N1O5P1S1,0,-6.27,-26.23,abs,150.366,73.636,101.503,79.647,0.0,0.0,100.962,11.919999999999998,0.0,0.0,0.0,0.0,35.86,335.988
2346,0449pho,ethyl4-cyanophenylphenylthiophosphonate,H14C15N1O2P1S1,0,-5.1,-21.34,abs,164.539,135.89,111.201,164.084,0.0,0.0,15.84,60.875,0.0,0.0,0.0,0.0,33.954,378.215
2347,0471dim,"3,4-dimethylpyridine",H9C7N1,0,-5.22,-21.84,abs,102.555,62.061,69.179,61.965,0.0,0.0,0.0,72.976,0.0,0.0,0.0,0.0,0.0,178.962
2348,0506nit,nitromethane,H3C1N1O2,0,-3.95,-16.53,abs,36.939,11.231,24.965,0.0,0.0,0.0,86.408,22.878999999999998,0.0,0.0,0.0,0.0,0.0,106.242
2349,0571dim,"3,5-dimethylpyridine",H9C7N1,0,-4.84,-20.25,abs,108.103,61.99,72.909,61.219,0.0,0.0,0.0,72.208,0.0,0.0,0.0,0.0,0.0,184.335
2350,0574eth,4-ethylpyridine,H9C7N1,0,-4.74,-19.83,abs,106.68,60.748,71.979,62.356,0.0,0.0,0.0,73.418,0.0,0.0,0.0,0.0,0.0,181.812
2351,0939tet,tetramethylsilane,H12C4SI1,0,3.04,12.72,abs,147.137,33.775,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.29
2352,c000,waterdimer,H4O2,0,-11.27,-47.15,abs,50.269,0.0,0.0,0.0,61.507999999999996,0.0,44.005,0.0,0.0,0.0,0.0,0.0,0.0,94.274
2353,n005,methylhydrazine,H6C1N2,0,-5.31,-22.22,abs,79.78,9.905,25.701,0.0,0.0,48.338,0.0,55.946,0.0,0.0,0.0,0.0,0.0,109.793
2354,n006,"1,1-dimethylhydrazine",H8C2N2,0,-4.48,-18.74,abs,96.337,17.367,47.712,0.0,0.0,29.491999999999997,0.0,79.708,0.0,0.0,0.0,0.0,0.0,130.821
2355,n007,urea,H4C1N2O1,0,-13.8,-57.74,abs,53.761,9.436,0.0,0.0,0.0,37.678,41.482,79.246,0.0,0.0,0.0,0.0,0.0,109.818
2356,n008,benzamide,H7C7N1O1,0,-10.9,-45.61,abs,83.708,65.935,40.019,86.14,0.0,17.232,37.553,31.123000000000005,0.0,0.0,0.0,0.0,0.0,182.384
2357,n009,2-methylaniline,H9C7N1,0,-5.56,-23.26,abs,105.734,62.748,56.082,81.678,0.0,15.888,0.0,26.003999999999998,0.0,0.0,0.0,0.0,0.0,178.71
2358,n010,3-methylaniline,H9C7N1,0,-5.67,-23.72,abs,109.552,62.281,56.603,80.375,0.0,18.027,0.0,27.75,0.0,0.0,0.0,0.0,0.0,182.797
2359,n011,4-methylaniline,H9C7N1,0,-5.55,-23.22,abs,109.535,62.375,56.555,80.397,0.0,18.05,0.0,27.884999999999998,0.0,0.0,0.0,0.0,0.0,182.942
2360,n013,N-ethylaniline,H11C8N1,0,-4.62,-19.33,abs,127.151,71.47,77.915,85.845,0.0,8.246,0.0,36.814,0.0,0.0,0.0,0.0,0.0,203.586
2361,n014,"N,N-dimethylaniline",H11C8N1,0,-3.58,-14.98,abs,122.161,74.227,82.461,76.825,0.0,0.0,0.0,49.232,0.0,0.0,0.0,0.0,0.0,199.569
2362,n015,"3,aminoaniline",H8C6N2,0,-9.92,-41.51,abs,98.72,54.585,32.011,73.155,0.0,36.013,0.0,55.459,0.0,0.0,0.0,0.0,0.0,175.203
2363,n016,"1,2-ethanediamine",H8C2N2,0,-9.72,-40.67,abs,101.369,8.413,32.517,5.151,0.0,37.072,0.0,103.60799999999999,0.0,0.0,0.0,0.0,0.0,133.399
2364,n017,hydrogenperoxide,H2O2,0,-8.58,-35.9,abs,27.746,0.0,0.0,0.0,19.784,0.0,72.628,0.0,0.0,0.0,0.0,0.0,0.0,71.944
2365,n018,methylperoxide,H4C1O2,0,-5.28,-22.09,abs,52.003,10.744,25.681,0.0,9.898,0.0,59.548,0.0,0.0,0.0,0.0,0.0,0.0,98.888
2366,n019,ethylperoxide,H6C2O2,0,-5.32,-22.26,abs,76.48,13.911,42.183,8.623,9.884,0.0,56.31700000000001,0.0,0.0,0.0,0.0,0.0,0.0,124.643
2367,n191,uracil,H4C4N2O2,0,-16.59,-69.41,abs,51.772,40.908,17.338,28.257,0.0,18.337,83.628,80.92999999999999,0.0,0.0,0.0,0.0,0.0,154.231
2368,n200,5-fluorouracil,H3C4N2O2F1,0,-16.92,-70.79,abs,38.98,37.145,8.622,23.346,0.0,18.378,82.58,80.731,40.275999999999996,0.0,0.0,0.0,0.0,160.727
2369,n201,5-trifluoromethyluracil,H3C5N2O2F3,0,-15.46,-64.68,abs,36.548,34.28,6.984,22.489,0.0,18.358,78.399,80.08,108.06700000000001,0.0,0.0,0.0,0.0,193.002
2370,n202,5-chlorouracil,H3C4N2O2CL1,0,-17.74,-74.22,abs,38.528,35.376,8.349,21.209,0.0,18.34,81.186,80.44,0.0,62.696,0.0,0.0,0.0,171.88
2371,n203,5-bromouracil,H3C4N2O2BR1,0,-18.17,-76.02,abs,38.387,35.071,8.263,20.871,0.0,18.328,80.768,80.39200000000001,0.0,0.0,72.839,0.0,0.0,176.894
2372,test0001,"1,3-diacetyloxypropan-2-ylacetate(glyceroltriacetate)",H14C9O6,0,-8.84,-36.99,abs,157.474,53.838,106.21,34.154,0.0,0.0,144.36,0.0,0.0,0.0,0.0,0.0,0.0,294.587
2373,test0004,m-bis(trifluoromethyl)benzene,H4C8F6,0,1.07,4.48,abs,43.016,50.516,29.121,71.9,0.0,0.0,0.0,0.0,219.50900000000001,0.0,0.0,0.0,0.0,223.534
2374,test0005,"N,N-dimethyl-p-methoxybenzamide",H13C10N1O2,0,-11.01,-46.07,abs,143.825,80.723,97.039,70.751,0.0,0.0,49.156000000000006,42.233000000000004,0.0,0.0,0.0,0.0,0.0,259.932
2375,test0006,"N,N,4-trimethylbenzamide",H13C10N1O1,0,-9.76,-40.84,abs,147.488,79.701,99.502,79.305,0.0,0.0,33.424,42.185,0.0,0.0,0.0,0.0,0.0,250.247
2376,test0007,bis(2-chloroethyl)ether,H8C4O1CL2,0,-4.23,-17.7,abs,94.232,15.585,63.481,9.666,0.0,0.0,11.313,0.0,0.0,126.926,0.0,0.0,0.0,199.39
2377,test0008,"1,1-diacetoxyethane",H10C6O4,0,-4.97,-20.79,abs,117.991,43.463,79.606,27.196,0.0,0.0,108.54299999999999,0.0,0.0,0.0,0.0,0.0,0.0,222.571
